"Order ID",Category,Amount,ship-city,Status
171-8045747-7209135,kurta,871,UNNAMALAIKADAI,"Shipped - Returned to Seller"
405-7971143-1229106,kurta,579,"NEW DELHI","Shipped - Returned to Seller"
406-0795791-8427532,Set,1233,"SOUTH WEST DELHI","Shipped - Returned to Seller"
407-2468225-1684343,kurta,635,DHANBAD,"Shipped - Returned to Seller"
403-3537552-8441126,Set,950,KANPUR,"Shipped - Returned to Seller"
408-5882728-8600355,Set,715,SRIKAKULAM,"Shipped - Returned to Seller"
404-3046395-9676318,Set,912,"SRI GANGANAGAR","Shipped - Returned to Seller"
408-5284559-4221137,kurta,295,KOLKATA,"Shipped - Returned to Seller"
404-4227974-7357941,Set,646,RANCHI,"Shipped - Returned to Seller"
403-9667023-3626708,kurta,517,"UTTARPARA KOTRUNG","Shipped - Returned to Seller"
405-2884796-4089111,Bottom,345,Kolkata,"Shipped - Returned to Seller"
405-5030661-4908316,kurta,480,BARBIGHA,"Shipped - Returned to Seller"
171-5545458-0143533,Set,646,RAICHUR,"Shipped - Returned to Seller"
406-1527851-8308343,Set,1129,SRINAGAR,"Shipped - Returned to Seller"
403-6681689-7410750,kurta,487,TIRUCHENDUR,"Shipped - Returned to Seller"
407-7205117-1452351,"Western Dress",771,MUMBAI,"Shipped - Returned to Seller"
405-0233692-8160309,Set,930,ITANAGAR,"Shipped - Returned to Seller"
405-6053546-3796344,kurta,399,BHUBANESWAR,"Shipped - Returned to Seller"
405-3032688-1188343,Set,589,DHEKIAJULI,"Shipped - Returned to Seller"
406-7703407-3551539,kurta,549,MUMBAI,"Shipped - Returned to Seller"
404-8986303-6041934,Set,788,CHIRAMANANGAD,"Shipped - Returned to Seller"
171-1822535-0314728,Set,646,JAMSHEDPUR,"Shipped - Returned to Seller"
405-4658375-8618758,Set,666,PITHORAGARH,"Shipped - Returned to Seller"
403-7945995-4472343,Set,1338,BATHINDA,"Shipped - Returned to Seller"
403-2905340-2722732,Set,680,SURAT,"Shipped - Returned to Seller"
406-3247235-2236337,"Western Dress",496,KOLKATA,"Shipped - Returned to Seller"
404-9758251-5614769,Set,1233,DOIWALA,"Shipped - Returned to Seller"
407-2107078-7358723,kurta,549,BADLAPUR,"Shipped - Returned to Seller"
407-7410228-6708366,Set,646,BENGALURU,"Shipped - Returned to Seller"
408-5691937-0562705,kurta,364,PUNE,"Shipped - Returned to Seller"
171-6031850-1274723,Top,518,"OCL INDUSTRIAL TOWNSHIP","Shipped - Returned to Seller"
403-9327150-6986732,Top,574,Lucknow,"Shipped - Returned to Seller"
404-0317850-5249938,kurta,449,GURUGRAM,"Shipped - Returned to Seller"
171-9170816-0117100,Top,518,BENGALURU,"Shipped - Returned to Seller"
405-1223722-8313136,kurta,499,Kotma,"Shipped - Returned to Seller"
403-1557481-4155562,Set,969,LUCKNOW,"Shipped - Returned to Seller"
405-3249871-4490767,Set,499,MUMBAI,"Shipped - Returned to Seller"
403-9353677-8012313,Set,1099,DEHRADUN,"Shipped - Returned to Seller"
402-5072022-4721129,Set,716,"NEW DELHI","Shipped - Returned to Seller"
406-0524865-6805151,Top,432,Guwahati,"Shipped - Returned to Seller"
407-9319918-8892320,kurta,527,Kolkata,"Shipped - Returned to Seller"
406-1362174-1344325,Set,680,CHENNAI,"Shipped - Returned to Seller"
408-4785573-6005945,Set,646,BAREILLY,"Shipped - Returned to Seller"
407-9438269-2076341,kurta,399,SRINAGAR,"Shipped - Returned to Seller"
171-2041563-6369966,Set,653,PUNE,"Shipped - Returned to Seller"
407-6912058-8012358,Set,648,LUDHIANA,"Shipped - Returned to Seller"
407-8280080-5728322,Set,999,"KANJIKODE INDUSTRIAL AREA","Shipped - Returned to Seller"
404-8063777-0876325,"Western Dress",715,KOLLAM,"Shipped - Returned to Seller"
408-1402376-6419527,Set,631,GORAKHPUR,"Shipped - Returned to Seller"
171-2738548-8377901,kurta,499,JAMSHEDPUR,"Shipped - Returned to Seller"
403-5645059-8532332,Set,747,BOBBILI,"Shipped - Returned to Seller"
404-4892610-8291514,kurta,474,KATHUA,"Shipped - Returned to Seller"
404-3108687-8928368,Top,391,Hyderabad,"Shipped - Returned to Seller"
171-8785077-2485144,kurta,379,"BOKARO STEEL CITY","Shipped - Returned to Seller"
404-5310473-4689937,kurta,495,Noida,"Shipped - Returned to Seller"
404-4569600-9121950,Set,474,Nagarkurnool,"Shipped - Returned to Seller"
406-3187253-7895547,Set,912,BENGALURU,"Shipped - Returned to Seller"
403-6521835-8288323,kurta,379,AMRAVATI,"Shipped - Returned to Seller"
408-7060946-6211559,kurta,547,"Greater Noida","Shipped - Returned to Seller"
407-9681175-7105951,Set,877,HASSAN,"Shipped - Returned to Seller"
403-2486775-7017913,Set,791,"NEW DELHI","Shipped - Returned to Seller"
405-2273051-4398717,Set,1099,JAIPUR,"Shipped - Returned to Seller"
406-6657962-8323525,Top,259,BENGALURU,"Shipped - Returned to Seller"
406-5894813-8494710,Set,1120,"Indirapuram, Ghaziabad","Shipped - Returned to Seller"
403-6912846-3958741,Top,499,NASHIK,"Shipped - Returned to Seller"
403-3914411-5045964,kurta,379,CHENNAI,"Shipped - Returned to Seller"
405-3447567-7156332,kurta,495,BENGALURU,"Shipped - Returned to Seller"
404-9154206-1194742,Set,730,ORAI,"Shipped - Returned to Seller"
402-6076868-5291526,kurta,469,CHENNAI,"Shipped - Returned to Seller"
403-2674414-7186744,Set,646,PUNE,"Shipped - Returned to Seller"
408-0596445-4634760,kurta,452,MUZAFFARPUR,"Shipped - Returned to Seller"
171-1149311-0082758,Set,589,BENGALURU,"Shipped - Returned to Seller"
403-7550590-0976321,Top,297,"URAN ISLAMPUR","Shipped - Rejected by Buyer"
407-2183431-4561164,Set,1129,KARIMGANJ,"Shipped - Returned to Seller"
402-3464080-5734710,Set,799,BENGALURU,"Shipped - Returned to Seller"
403-5694555-2309912,Set,955,PILERU,"Shipped - Returned to Seller"
405-8454235-1876304,kurta,313,CHIRAWA,"Shipped - Returned to Seller"
171-2092760-4807510,Set,688,BENGALURU,"Shipped - Returned to Seller"
408-6253512-8004332,Set,775,AHMADNAGAR,"Shipped - Returned to Seller"
407-9256485-8945168,kurta,339,MUMBAI,"Shipped - Returned to Seller"
404-3244729-2779562,Set,1695,KOLKATA,"Shipped - Returned to Seller"
403-2576195-0389917,kurta,521,NELLORE,"Shipped - Returned to Seller"
407-0208037-8685952,Top,549,FARIDABAD,"Shipped - Returned to Seller"
402-7441523-1873937,"Western Dress",1229,Mumbai,"Shipped - Returned to Seller"
408-7043395-8664315,kurta,426,BENGALURU,"Shipped - Returned to Seller"
404-3043686-8837168,Set,749,RAJAHMUNDRY,"Shipped - Returned to Seller"
405-8205568-2141160,kurta,330,GURUVAYUR,"Shipped - Returned to Seller"
407-4078467-1236358,Top,387,"MUMBAI 400101","Shipped - Returned to Seller"
404-4750279-4476342,kurta,527,BENGALURU,"Shipped - Returned to Seller"
405-6039808-8837169,kurta,499,MUMBAI,"Shipped - Returned to Seller"
171-2511160-2499516,kurta,379,KEWALPUR,"Shipped - Returned to Seller"
404-1800662-0631503,Set,729,GAYA,"Shipped - Returned to Seller"
408-9883835-7580301,kurta,481,HYDERABAD,"Shipped - Returned to Seller"
403-5324937-3214735,Set,849,"NAVI MUMBAI","Shipped - Returned to Seller"
402-2523336-3817902,Blouse,869,SURAT,"Shipped - Returned to Seller"
402-0665963-4250713,"Western Dress",761,BHUBANESWAR,"Shipped - Returned to Seller"
402-8188787-1774733,kurta,322,"HINDUSTHAN CABLES TOWN","Shipped - Returned to Seller"
404-3112822-4284337,"Western Dress",1249,BENGALURU,"Shipped - Returned to Seller"
403-7490717-9220306,kurta,715,BAHERI,"Shipped - Returned to Seller"
405-8022187-9451532,Set,758,SURAT,"Shipped - Returned to Seller"
408-8378853-9366742,kurta,379,JAMMU,"Shipped - Returned to Seller"
407-0363421-5037103,Set,688,TUMAKURU,"Shipped - Returned to Seller"
408-2502210-5341922,Set,0,BANDA,"Shipped - Returned to Seller"
407-6024679-8076351,kurta,547,JAMSHEDPUR,"Shipped - Returned to Seller"
408-6372923-6926705,kurta,399,MANDLA,"Shipped - Returned to Seller"
402-3250350-6556340,"Western Dress",1033,PUNE,"Shipped - Returned to Seller"
408-7626865-6661916,Set,877,KUNNATHUNAD,"Shipped - Returned to Seller"
406-0474749-0162746,Set,799,TINSUKIA,"Shipped - Returned to Seller"
